beerGlobalStyleScore,beerWeightedAverage,profileBio,appearanceScore,beerNumRatings,overallScore,numPlacesRated,brewerName,reviewBlob,userNumRatings,beerGlobalScore,numFriends,tasteScore,userName,avgScore,url,palateScore,beerName,userID,numFollowing,numCountriesRated,beerAbV,beerStyleName,numBreweriesRated,beerNumCalories,ratingsBlob,beerCountryOfOrigin,aromaScore
,3.074993,,3,3,12,2298,The Public Option,"Draft at the source. Hazy amber color, small white head. Aroma of caramel and subtle grapefruit. Taste is lightly sweet and fruity caramel. Decent. ",19383,,202,7,Travlr,3.3,http://www.ratebeer.com/user/83882/beer-ratings/,3,The Public Option American Amber,83882,79,173,5.5%,Amber Ale,3117,165,3.3 AROMA 8/10 APPEARANCE 3/5 TASTE 7/10 PALATE 3/5 OVERALL 12/20Travlr(19383),Washington,8
,3.030283,,3,3,12,2298,The Public Option,"Draft at the source. Clear golden amber color, medium white head. Aroma of light citrus. Taste is earthy fruit. Decent. ",19383,,202,7,Travlr,3.3,http://www.ratebeer.com/user/83882/beer-ratings/,3,The Public Option A Darker Shade of Pale,83882,79,173,5.5%,American Pale Ale,3117,165,3.3 AROMA 8/10 APPEARANCE 3/5 TASTE 7/10 PALATE 3/5 OVERALL 12/20Travlr(19383),Washington,8
,2.922594,,3,4,11,2298,The Public Option,"Draft at the source. Dark brown color, beige head. Aroma of cocoa powder. Taste is light chocolate, light body. OK. ",19383,,202,7,Travlr,3.1,http://www.ratebeer.com/user/83882/beer-ratings/,2,The Public Option Breakfast Porter,83882,79,173,7.3%,Porter,3117,219,3.1 AROMA 8/10 APPEARANCE 3/5 TASTE 7/10 PALATE 2/5 OVERALL 11/20Travlr(19383),Washington,8
,3.091206,,3,4,12,2298,The Public Option,"Draft at the source. Dark brown color, tan head. Aroma of chocolate syrup. Taste is milk chocolate, light coffee. Tasty. ",19383,,202,8,Travlr,3.4,http://www.ratebeer.com/user/83882/beer-ratings/,3,The Public Option Sams Stout,83882,79,173,5.5%,Sweet Stout,3117,165,3.4 AROMA 8/10 APPEARANCE 3/5 TASTE 8/10 PALATE 3/5 OVERALL 12/20Travlr(19383),Washington,8
,3.043142,,3,1,13,2298,The Public Option,Draft at the source. Hazy golden amber color. Pineapple and citrus aroma. Taste is bittersweet citrus. Nice.  ,19383,,202,8,Travlr,3.5,http://www.ratebeer.com/user/83882/beer-ratings/,3,The Public Option IPA #7,83882,79,173,6.3%,India Pale Ale (IPA),3117,189,3.5 AROMA 8/10 APPEARANCE 3/5 TASTE 8/10 PALATE 3/5 OVERALL 13/20Travlr(19383),Washington,8
,3.021911,,3,1,12,2298,The Public Option,"Draft at the source. Hazy brown color, see pic please. Aroma of nutty cocoa, light coffee. Taste is nutty brownies. Decent.  ",19383,,202,8,Travlr,3.4,http://www.ratebeer.com/user/83882/beer-ratings/,3,The Public Option Northern Nut Brown ,83882,79,173,6.3%,Brown Ale,3117,189,3.4 AROMA 8/10 APPEARANCE 3/5 TASTE 8/10 PALATE 3/5 OVERALL 12/20Travlr(19383),Washington,8
,3.064374,,3,1,14,2298,The Public Option,"Draft at the source. Clear yellow color, see pic please. Aroma of cheerios. Taste is cornflakes and straw. Tasty.  ",19383,,202,8,Travlr,3.6,http://www.ratebeer.com/user/83882/beer-ratings/,3,The Public Option Cream Ale,83882,79,173,5.6%,Cream Ale,3117,168,3.6 AROMA 8/10 APPEARANCE 3/5 TASTE 8/10 PALATE 3/5 OVERALL 14/20Travlr(19383),Washington,8
,3.263257,,3,2,14,2298,DC Brau Brewing Company,"Draft at the source. Jet black color, tan head. Aroma of burnt espresso, licorice. Taste is bitter cocoa and coffee. Tasty.  ",19383,,202,9,Travlr,3.8,http://www.ratebeer.com/user/83882/beer-ratings/,3,DC Brau / Cigar City The Wise and The Lovely,83882,79,173,10%,Imperial Stout,3117,300,3.8 AROMA 9/10 APPEARANCE 3/5 TASTE 9/10 PALATE 3/5 OVERALL 14/20Travlr(19383),Washington,9
,3.210718,,3,2,14,2298,DC Brau Brewing Company,"Draft at the source, 5th Anniversary party. Clear golden amber color, light tan head. Aroma of spiced toast. Taste has spice, pepper, brown bread. Nice.  ",19383,,202,9,Travlr,3.9,http://www.ratebeer.com/user/83882/beer-ratings/,4,DC Brau / Sun King Ripa The Dipa,83882,79,173,9%,Imperial IPA,3117,270,3.9 AROMA 9/10 APPEARANCE 3/5 TASTE 9/10 PALATE 4/5 OVERALL 14/20Travlr(19383),Washington,9
,3.158179,,3,2,14,2298,DC Brau Brewing Company,"Draft at the source, 5th Anniversary party. Clear dark brown color. Aroma of cocoa. Taste is toast and burnt brownies. Very tasty.  ",19383,,202,8,Travlr,3.8,http://www.ratebeer.com/user/83882/beer-ratings/,4,DC Brau / Port City Zehn von Zehn,83882,79,173,5.3%,Dunkel/Tmav,3117,159,3.8 AROMA 9/10 APPEARANCE 3/5 TASTE 8/10 PALATE 4/5 OVERALL 14/20Travlr(19383),Washington,9
,3.170531,,3,1,16,2298,DC Brau Brewing Company,"Firkin at the source, 5th Anniversary party. Jet black color, brown bubbly head. Aroma of coffee and chocolate milk. Taste is dark milk chocolate, licorice, espresso, toasted coconut. Rich and delicious.  ",19383,,202,9,Travlr,4.1,http://www.ratebeer.com/user/83882/beer-ratings/,4,DC Brau / Cigar City The Wise and the Lovely (Coffee),83882,79,173,10%,Imperial Stout,3117,300,4.1 AROMA 9/10 APPEARANCE 3/5 TASTE 9/10 PALATE 4/5 OVERALL 16/20Travlr(19383),Washington,9
,3.193205,,3,2,14,2298,DC Brau Brewing Company,"Firkin at the source with Lemondrop, Amarillo, Citra added. Clear deep golden color, white head. Aroma of dank and sweaty lemons. Taste is equally dank bitter citrus. Decent.  ",19383,,202,8,Travlr,3.6,http://www.ratebeer.com/user/83882/beer-ratings/,3,DC Brau / Austin Beerworks Celestial Garden,83882,79,173,7%,Imperial Pils/Strong Pale Lager,3117,210,3.6 AROMA 8/10 APPEARANCE 3/5 TASTE 8/10 PALATE 3/5 OVERALL 14/20Travlr(19383),Washington,8
,3.228231,,3,2,15,2298,DC Brau Brewing Company,"Draft at the source, 5th Anniversary party. Clear golden color, thin white head. Floral hay aroma. Taste is lightly peppery hay and straw, light herbs. Good summer beer, easy drinking.  ",19383,,202,9,Travlr,3.9,http://www.ratebeer.com/user/83882/beer-ratings/,3,DC Brau / Perennial Pink Pallet Jack,83882,79,173,6.5%,Saison,3117,195,3.9 AROMA 9/10 APPEARANCE 3/5 TASTE 9/10 PALATE 3/5 OVERALL 15/20Travlr(19383),Washington,9
,3.364444,,3,7,14,2298,Stillwater Artisanal,"Draft. Hazy yellow color, medium white head. Aroma of burnt toast and light grapefruit. Taste is burnt sourdough bread, light fruit. It works. ",19383,,202,8,Travlr,3.7,http://www.ratebeer.com/user/83882/beer-ratings/,3,Stillwater Fear of Ghosts,83882,79,173,6%,Sour/Wild Ale,3117,180,3.7 AROMA 9/10 APPEARANCE 3/5 TASTE 8/10 PALATE 3/5 OVERALL 14/20Travlr(19383),Maryland,9
47.647,3.098826,,3,486,10,2298,De Koningshoeven (Bavaria - Netherlands),"Draft. Hazy to cloudy yellow color, white head. Aroma of light fruit, raw bread. Taste is yeasty citrus. ",19383,45.019,202,6,Travlr,2.8,http://www.ratebeer.com/user/83882/beer-ratings/,2,La Trappe Puur,83882,79,173,4.7%,Belgian Ale,3117,486,2.8 AROMA 7/10 APPEARANCE 3/5 TASTE 6/10 PALATE 2/5 OVERALL 10/20Travlr(19383),Netherlands,7
,3.275913,,3,5,14,2298,Victory Brewing Company (ABV),"Draft. Hazy golden color, medium white head. Aroma of dusty white pepper, straw. Taste has lightly dusty citrus. Tasty. ",19383,,202,8,Travlr,3.7,http://www.ratebeer.com/user/83882/beer-ratings/,3,Victory Blackboard Series Dry-Hopped Brett Pils,83882,79,173,5.5%,Sour/Wild Ale,3117,165,3.7 AROMA 9/10 APPEARANCE 3/5 TASTE 8/10 PALATE 3/5 OVERALL 14/20Travlr(19383),Pennsylvania,9
48.298,3.269491,,3,13,13,2298,Appalachian Brewing Company (PA),"Bottle. Chillhazy deep amber color, thin off white head. Aroma of lightly singed toast, subtle bubblegum. Taste is lightly peppery toasted brownie. Tasty. ",19383,63.855,202,7,Travlr,3.4,http://www.ratebeer.com/user/83882/beer-ratings/,3,Appalachian Aero-head Bock,83882,79,173,7%,Weizen Bock,3117,210,3.4 AROMA 8/10 APPEARANCE 3/5 TASTE 7/10 PALATE 3/5 OVERALL 13/20Travlr(19383),Pennsylvania,8
5.574,2.392189,,2,288,8,2298,Dundee Brewing Company (North American Breweries),"Bottle. Clear golden color, thin white coca cola head. Aroma of bready lemon Taste is light lemon. Plain. ",19383,9.335,202,6,Travlr,2.6,http://www.ratebeer.com/user/83882/beer-ratings/,3,Dundee Summer Wheat,83882,79,173,4.2%,Wheat Ale,3117,288,2.6 AROMA 7/10 APPEARANCE 2/5 TASTE 6/10 PALATE 3/5 OVERALL 8/20Travlr(19383),New,7
5.282,2.569059,,2,396,8,2298,Dundee Brewing Company (North American Breweries),"Bottle. Clear golden color, thin white head. Aroma of light straw and subtle pepper. Taste is light and lager-like. ",19383,13.298,202,6,Travlr,2.5,http://www.ratebeer.com/user/83882/beer-ratings/,2,Dundee Pale Bock Lager,83882,79,173,,Heller Bock,3117,396,2.5 AROMA 7/10 APPEARANCE 2/5 TASTE 6/10 PALATE 2/5 OVERALL 8/20Travlr(19383),New,7
35.639,2.563617,,2,1260,9,2298,Dundee Brewing Company (North American Breweries),"Bottle. Clear deep amber color, scant head. Aroma of nutty caramel. Taste is malty caramel. Plain. ",19383,13.298,202,6,Travlr,2.6,http://www.ratebeer.com/user/83882/beer-ratings/,2,Dundee Original Honey Brown Lager,83882,79,173,4.5%,Amber Lager/Vienna,3117,1260,2.6 AROMA 7/10 APPEARANCE 2/5 TASTE 6/10 PALATE 2/5 OVERALL 9/20Travlr(19383),New,7
19.909,2.80824,,3,115,7,2298,Genesee Brewing Company (North American Breweries),"Can. Clear golden amber color, thin white head. Aroma of light caramel. Taste is lightly metallic caramel. ",19383,23.695,202,5,Travlr,2.3,http://www.ratebeer.com/user/83882/beer-ratings/,2,Genesee Bock Beer,83882,79,173,5.2%,Dunkler Bock,3117,115,2.3 AROMA 6/10 APPEARANCE 3/5 TASTE 5/10 PALATE 2/5 OVERALL 7/20Travlr(19383),New,6
26.091,2.75468,,4,101,11,2298,Dundee Brewing Company (North American Breweries),"Bottle. Crystal clear deep golden amber color, big fluffy white head with good retention and solid lacing. Aroma of peppery biscuit. Taste has light herbs, slick mouthfeel. ",19383,,202,6,Travlr,3.1,http://www.ratebeer.com/user/83882/beer-ratings/,3,Dundee English-Style Ale,83882,79,173,5.1%,English Pale Ale,3117,101,3.1 AROMA 7/10 APPEARANCE 4/5 TASTE 6/10 PALATE 3/5 OVERALL 11/20Travlr(19383),New,7
6.302,2.609801,,3,47,10,2298,vyturys (Carlsberg),"Bottle as Eel Legs. Cloudy dirty golden color, bright white head. Aroma of bread dough and straw. Taste is papery and earthy straw and lemon. ",19383,14.546,202,5,Travlr,2.8,http://www.ratebeer.com/user/83882/beer-ratings/,3,Raudon Plyt Ungurio Kojos,83882,79,173,5.3%,Zwickel/Keller/Landbier,3117,159,2.8 AROMA 7/10 APPEARANCE 3/5 TASTE 5/10 PALATE 3/5 OVERALL 10/20Travlr(19383),Lithuania,7
,3.070613,,3,2,13,2298,Riepstines Pub,"Can. Cloudy dark golden color, bright white head. Earthy straw and citrus aroma, subtle white pepper. Taste is earthy lemon, black pepper. Decent. ",19383,,202,8,Travlr,3.5,http://www.ratebeer.com/user/83882/beer-ratings/,3,Riepstines Salz Weizen,83882,79,173,4.5%,Grodziskie/Gose/Lichtenhainer,3117,135,3.5 AROMA 8/10 APPEARANCE 3/5 TASTE 8/10 PALATE 3/5 OVERALL 13/20Travlr(19383),Pennsylvania,8
,3.085605,,3,1,14,2298,RAR Brewing,"Draft at Meridian Pint on release date. Opaque dark brown color, almost black, see pic please. Aroma of espresso and coffee grounds, light cinnamon. Taste is spiced coffee, dark cocoa. Tasty.  ",19383,,202,8,Travlr,3.7,http://www.ratebeer.com/user/83882/beer-ratings/,4,RAR Darker Cs,83882,79,173,9%,Imperial Porter,3117,270,3.7 AROMA 8/10 APPEARANCE 3/5 TASTE 8/10 PALATE 4/5 OVERALL 14/20Travlr(19383),Maryland,8
87.807,3.706355,,4,13,15,2298,Ocelot Brewing Company,"Draft at Meridian Pint. Hazy pale yellow color, see pic please. Nice grapefruit and pineapple aroma. Taste is bitter mixed fruit, tropical and citrus, with nice balance. Very tasty and easy drinking.  ",19383,96.817,202,9,Travlr,4.1,http://www.ratebeer.com/user/83882/beer-ratings/,4,Ocelot Frightened,83882,79,173,8.7%,Imperial IPA,3117,261,4.1 AROMA 9/10 APPEARANCE 4/5 TASTE 9/10 PALATE 4/5 OVERALL 15/20Travlr(19383),Virginia,9
,3.307097,,2,9,13,2298,Ocelot Brewing Company,"Draft at Meridian Pint. Cloudy pale yellow color, see pic please. Aroma of pineapple and grapefruit. Taste is bitter lemon. Tasty and easy to drink.  ",19383,,202,8,Travlr,3.4,http://www.ratebeer.com/user/83882/beer-ratings/,3,Ocelot Lost Angel,83882,79,173,6%,India Pale Ale (IPA),3117,180,3.4 AROMA 8/10 APPEARANCE 2/5 TASTE 8/10 PALATE 3/5 OVERALL 13/20Travlr(19383),Virginia,8
,3.328346,,4,3,14,2298,Ocelot Brewing Company,"Draft at Meridian Pint. Clear deep amber color, light tan head, see pic please. Aroma has flowers, caramel. Taste is lightly bitter caramel and pine. Hoppier than your average amber.  ",19383,,202,9,Travlr,3.8,http://www.ratebeer.com/user/83882/beer-ratings/,3,Ocelot Broken,83882,79,173,6.6%,Amber Ale,3117,198,3.8 AROMA 8/10 APPEARANCE 4/5 TASTE 9/10 PALATE 3/5 OVERALL 14/20Travlr(19383),Virginia,8
,3.285759,,3,4,13,2298,Ocelot Brewing Company,"Draft at Meridian Pint where its described as a berliner weisse. Cloudy yellow color, thin white edge head. Aroma of citrus. Taste is tart grapefruit. Kind of redundant, but refreshing and tasty enough.  ",19383,,202,8,Travlr,3.6,http://www.ratebeer.com/user/83882/beer-ratings/,4,Ocelot Songbird,83882,79,173,6%,Sour/Wild Ale,3117,180,3.6 AROMA 8/10 APPEARANCE 3/5 TASTE 8/10 PALATE 4/5 OVERALL 13/20Travlr(19383),Virginia,8
,3.280771,,2,2,14,2298,Ocelot Brewing Company,"Draft at Meridian Pint. Murk brown color, tan head. Aroma of boozy caramel. Taste is rich caramel and cocoa. Decent. Rich. Boozy.  ",19383,,202,9,Travlr,3.7,http://www.ratebeer.com/user/83882/beer-ratings/,4,Ocelot My Sweet Virginia,83882,79,173,11.5%,Barley Wine,3117,345,3.7 AROMA 8/10 APPEARANCE 2/5 TASTE 9/10 PALATE 4/5 OVERALL 14/20Travlr(19383),Virginia,8
,3.317759,,4,7,15,2298,Fair Winds Brewing Company,"Draft at Meridian Pint. Clear deep golden color, see pic please. Aroma of fruity haystacks. Taste is peppery, floral, lightly bitter, good body. Delicious.  ",19383,,202,9,Travlr,4.1,http://www.ratebeer.com/user/83882/beer-ratings/,4,Fair Winds Hells Navigator,83882,79,173,6.5%,Heller Bock,3117,195,4.1 AROMA 9/10 APPEARANCE 4/5 TASTE 9/10 PALATE 4/5 OVERALL 15/20Travlr(19383),Virginia,9
18.07,3.079682,,2,39,8,2298,White Birch Brewing,"This may be my first berliner in a can. Bought at Weis supermarket in PA. Cloudy orange color, scant white edge head. Aroma of raspberry and light medicine. Taste starts with fruit, then tartness, then a bit of veggie. ",19383,43.717,202,5,Travlr,2.5,http://www.ratebeer.com/user/83882/beer-ratings/,3,White Birch Raspberry Berliner Weisse,83882,79,173,5.5%,Berliner Weisse,3117,165,2.5 AROMA 7/10 APPEARANCE 2/5 TASTE 5/10 PALATE 3/5 OVERALL 8/20Travlr(19383),New,7
,3.218507,,3,5,12,2298,Loch Ness,"Cask. Clear golden color, large bubble head. Aroma of lemony caramel biscuit. Taste has citrus, caramel. Decent. ",19383,,202,7,Travlr,3.1,http://www.ratebeer.com/user/83882/beer-ratings/,2,Loch Ness Golden Ness,83882,79,173,3%,Golden Ale/Blond Ale,3117,,3.1 AROMA 7/10 APPEARANCE 3/5 TASTE 7/10 PALATE 2/5 OVERALL 12/20Travlr(19383),Scotland,7
,3.139134,,3,15,10,2298,Loch Ness,"Cask. hazy yellow color, few bubbles here and there. Aroma of light fruit and straw. Taste is fruity and light. OK. ",19383,47.483,202,6,Travlr,2.8,http://www.ratebeer.com/user/83882/beer-ratings/,2,Loch Ness Saazi Ness,83882,79,173,4%,Golden Ale/Blond Ale,3117,120,2.8 AROMA 7/10 APPEARANCE 3/5 TASTE 6/10 PALATE 2/5 OVERALL 10/20Travlr(19383),Scotland,7
97.592,3.292912,,3,41,11,2298,Loch Ness,"Cask at Churchkey. Clear golden color, few bubbles. Aroma of citrus and mango. Taste has tropical fruit and caramel. Very fruity for a bitter. ",19383,67.402,202,7,Travlr,3.1,http://www.ratebeer.com/user/83882/beer-ratings/,2,Loch Ness Wilder Ness,83882,79,173,3.9%,Bitter,3117,117,3.1 AROMA 8/10 APPEARANCE 3/5 TASTE 7/10 PALATE 2/5 OVERALL 11/20Travlr(19383),Scotland,8
46.592,3.508553,,2,37,14,2298,Almanac Beer Company,"Bottle at home. Cloudy golden color, scant head. Earthy, almost dank, damp straw aroma. Taste is softly sour earthy citrus. Very tasty. ",19383,89.417,202,9,Travlr,3.7,http://www.ratebeer.com/user/83882/beer-ratings/,3,Almanac Hoppy Sour: Mosaic,83882,79,173,7%,Sour/Wild Ale,3117,210,3.7 AROMA 9/10 APPEARANCE 2/5 TASTE 9/10 PALATE 3/5 OVERALL 14/20Travlr(19383),California,9
75.026,3.472869,,3,24,13,2298,Heavy Seas Brewing Company,"Draft. Clear deep amber color, medium white head. Aroma of mixed citrus and tropical fruit. Taste is bittersweet fruit with a light pine resin finish. Not bad. ",19383,86.789,202,7,Travlr,3.4,http://www.ratebeer.com/user/83882/beer-ratings/,3,Heavy Seas / Maine Beer Partner Ships Red IPA,83882,79,173,,India Pale Ale (IPA),3117,218,3.4 AROMA 8/10 APPEARANCE 3/5 TASTE 7/10 PALATE 3/5 OVERALL 13/20Travlr(19383),Maryland,8
49.947,3.08623,,3,23,12,2298,Harviestoun,"Cask at Churchkey. Clear golden color, medium bubble head. Aroma of floral orange peel. Taste is fruity citrus on a light toast background. Decent. ",19383,44.159,202,8,Travlr,3.3,http://www.ratebeer.com/user/83882/beer-ratings/,2,Harviestoun Old Manor,83882,79,173,4.6%,Premium Bitter/ESB,3117,138,3.3 AROMA 8/10 APPEARANCE 3/5 TASTE 8/10 PALATE 2/5 OVERALL 12/20Travlr(19383),Scotland,8
24.546,3.16868,,3,55,10,2298,Brouwerij Hof Ten Dormaal,"Draft at Churchkey. Hazy yellow color, medium white head. Aroma of citrus and raw bread dough. Taste has light yeasty citrus. ",19383,49.206,202,7,Travlr,2.9,http://www.ratebeer.com/user/83882/beer-ratings/,2,Hof Ten Dormaal Saison,83882,79,173,5.5%,Saison,3117,165,2.9 AROMA 7/10 APPEARANCE 3/5 TASTE 7/10 PALATE 2/5 OVERALL 10/20Travlr(19383),Belgium,7
42.399,3.461054,,3,31,16,2298,Allagash Brewing Company,"Draft. Slightly hazy golden color, medium white head. Nice aroma of dusty cobwebs and damp earth. Taste is overripe dusty and peppery pineapple, dank edges. Delicious. ",19383,86.176,202,9,Travlr,4.1,http://www.ratebeer.com/user/83882/beer-ratings/,4,Allagash Little Brett,83882,79,173,4.5%,Sour/Wild Ale,3117,135,4.1 AROMA 9/10 APPEARANCE 3/5 TASTE 9/10 PALATE 4/5 OVERALL 16/20Travlr(19383),Maine,9
68.599,3.727614,,4,11,15,2298,Brouwerij de Molen,"Draft at Churchkey. Dark maroon brown color, beige head. Aroma of chocolate and licorice. Taste has huge roast, then the peat and the booze waft over you in a sneaky way. I love it.  ",19383,97.262,202,9,Travlr,4,http://www.ratebeer.com/user/83882/beer-ratings/,4,De Molen Cuvee #5,83882,79,173,10%,Imperial Stout,3117,300,4 AROMA 8/10 APPEARANCE 4/5 TASTE 9/10 PALATE 4/5 OVERALL 15/20Travlr(19383),Netherlands,8
84.252,3.828582,,4,57,14,2298,Brouwerij Kees,"Draft at Churchkey. Very dark brown color, big fluffy beige head with good retention. Aroma of burnt brownies, subtle smoke. Taste has dark chocolate and an edge of peat, not overwhelming. Very tasty.  ",19383,98.62,202,8,Travlr,3.7,http://www.ratebeer.com/user/83882/beer-ratings/,3,Brouwerij Kees Peated Imperial Russian Stout ,83882,79,173,11.2%,Imperial Stout,3117,336,3.7 AROMA 8/10 APPEARANCE 4/5 TASTE 8/10 PALATE 3/5 OVERALL 14/20Travlr(19383),Netherlands,8
76.903,3.772807,,4,341,14,2298,Brouwerij de Molen,"Draft at Churchkey. Jet black, fluffy beige head. Aroma of burnt licorice, burnt espresso, coffee grounds. Taste is rich earthy cocoa powder and anisette. Very nice.  ",19383,97.974,202,8,Travlr,3.7,http://www.ratebeer.com/user/83882/beer-ratings/,2,De Molen Mout & Mocca (2011-),83882,79,173,10%,Imperial Stout,3117,341,3.7 AROMA 9/10 APPEARANCE 4/5 TASTE 8/10 PALATE 2/5 OVERALL 14/20Travlr(19383),Netherlands,9
,3.064374,,3,1,14,2298,Union Craft Brewing Company,"Cask at Churchkey. Hazy deep amber color, see pic please with menu for verification. Aroma of spiced and floral orange. Taste has orange liqueur and bitter chocolate, rye bread. Interesting variation on a theme.  ",19383,,202,8,Travlr,3.6,http://www.ratebeer.com/user/83882/beer-ratings/,3,Union Craft Rye Baby IPA (Orange Peel & Anise),83882,79,173,6.5%,Specialty Grain,3117,195,3.6 AROMA 8/10 APPEARANCE 3/5 TASTE 8/10 PALATE 3/5 OVERALL 14/20Travlr(19383),Maryland,8
51.765,3.255522,,3,10,12,2298,Omnipollo,"Draft at Churchkey. Hazy very pale yellow color, fluffy white head. Nice lemony aroma with other fruity esters. Taste is very bitter and resiny lemon, almost like a mixer. OK.  ",19383,61.895,202,7,Travlr,3.4,http://www.ratebeer.com/user/83882/beer-ratings/,3,Omnipollo Aniara,83882,79,173,6%,American Pale Ale,3117,180,3.4 AROMA 9/10 APPEARANCE 3/5 TASTE 7/10 PALATE 3/5 OVERALL 12/20Travlr(19383),Sweden,9
,3.413685,,3,5,15,2298,Uinta Brewing Company,"Draft. Cloudy golden color, white head. Aroma of dusty berries. Taste is tart and peppery raspberries. Nice.  ",19383,,202,9,Travlr,3.8,http://www.ratebeer.com/user/83882/beer-ratings/,3,Uinta Crooked Line Birthday Suit: 23rd Anniversary  ,83882,79,173,6.5%,Sour/Wild Ale,3117,195,3.8 AROMA 8/10 APPEARANCE 3/5 TASTE 9/10 PALATE 3/5 OVERALL 15/20Travlr(19383),Utah,8
82.199,3.331979,,3,22,14,2298,Birrificio del Ducato,"Draft at Churchkey. Cloudy very pale yellow color, thin white head. Aroma of earthy citrus and straw reminds me of a gose. Taste is sour, almost tart raw white bread and light spice. Really interesting.  ",19383,72.956,202,9,Travlr,3.7,http://www.ratebeer.com/user/83882/beer-ratings/,3,Birrificio del Ducato Koji Il Riso,83882,79,173,4.5%,Specialty Grain,3117,135,3.7 AROMA 8/10 APPEARANCE 3/5 TASTE 9/10 PALATE 3/5 OVERALL 14/20Travlr(19383),Italy,8
36.264,3.251545,,3,113,14,2298,Wild Beer,"Draft at Churchkey. Cloudy pale yellow color, bright white head. Aroma of earthy straw, light herbal lemon. Taste is peppery, dusty, earthy hay and straw. Nice.  ",19383,61.189,202,9,Travlr,3.7,http://www.ratebeer.com/user/83882/beer-ratings/,3,Wild Beer Somerset Wild,83882,79,173,5%,Berliner Weisse,3117,113,3.7 AROMA 8/10 APPEARANCE 3/5 TASTE 9/10 PALATE 3/5 OVERALL 14/20Travlr(19383),England,8
78.04,3.535774,,3,20,15,2298,Stillwater Artisanal,"Draft at Churchkey. Cloudy golden yellow color, see pic please. Aroma of lemons squashed by sweaty feet. Taste is lightly tart lemondrops. Easy drinking.  ",19383,,202,8,Travlr,3.8,http://www.ratebeer.com/user/83882/beer-ratings/,3,Stillwater / Dugges Syrligt,83882,79,173,4.5%,Berliner Weisse,3117,135,3.8 AROMA 9/10 APPEARANCE 3/5 TASTE 8/10 PALATE 3/5 OVERALL 15/20Travlr(19383),Maryland,9
,3.587353,,3,6,16,2298,Omnipollo,"Draft at Churchkey. Cloudy reddish pink color, light pink edge head. Nice berry aroma, tons of mixed fruity esters. Taste has citrusy tart berries, subtle vanilla, soft sourness. Very easy drinking. Love it.  ",19383,,202,9,Travlr,4.1,http://www.ratebeer.com/user/83882/beer-ratings/,4,Omnipollo Nautilus,83882,79,173,4.5%,Sour/Wild Ale,3117,135,4.1 AROMA 9/10 APPEARANCE 3/5 TASTE 9/10 PALATE 4/5 OVERALL 16/20Travlr(19383),Sweden,9
