beerGlobalStyleScore,beerWeightedAverage,appearanceScore,beerNumRatings,palateScore,beerName,userID,beerAbV,beerNumCalories,aromaScore,beerGlobalScore,overallScore,brewerName,reviewBlob,userNumRated,userName,tasteScore,avgScore,url,beerCountryOfOrigin,beerStyleName,ratingsBlob
95.963,3.825813,5,112,5,Free State Cloud Hopper Imperial IPA,304719,9.2%,112,7,98.62,16,Free State Brewing Company,"Buttery smooth beer from a historic brewery. Very happy to have tried some Free State beer.

---Rated via Beer Buddy for iPhone ",26,Geraldusek89,8,4.1,http://www.ratebeer.com/beer/free-state-cloud-hopper-imperial-ipa/209815/304719/,Kansas,Imperial IPA,4.1 AROMA 7/10 APPEARANCE 5/5 TASTE 8/10 PALATE 5/5 OVERALL 16/20Geraldusek89(26)
96.193,3.833536,5,222,4,Stone / Sierra Nevada NxS IPA,304719,8.2%,222,7,98.673,16,Stone Brewing,"Interesting beer. I can definitely taste the barrel aging they spoke of. Boozy, but not overwhelming. Extra dry-hopping comes through, as well. Beautiful burnt-orange/copper hue. Neat beer.

---Rated via Beer Buddy for iPhone ",26,Geraldusek89,7,3.9,http://www.ratebeer.com/beer/stone--sierra-nevada-nxs-ipa/381404/304719/,California,Imperial IPA,3.9 AROMA 7/10 APPEARANCE 5/5 TASTE 7/10 PALATE 4/5 OVERALL 16/20Geraldusek89(26)
99.788,4.28041,5,2192,5,Founders KBS (Kentucky Breakfast Stout),304719,11.2%,2192,9,,15,Founders Brewing Company,"Bourbon. Bourbon, bourbon, bourbon. A tad bit too much bourbon, but delicious nonetheless. Huge bourbon, chocolate, licorice aroma. Palate is a boozy plum with burnt chocolate notes. Mouth feel is strong upfront with a cooling alcohol burn that lingers and is quite pleasing. So happy to finally try this beer!

---Rated via Beer Buddy for iPhone ",26,Geraldusek89,8,4.2,http://www.ratebeer.com/beer/founders-kbs-kentucky-breakfast-stout/40544/304719/,Michigan,Imperial Stout,4.2 AROMA 9/10 APPEARANCE 5/5 TASTE 8/10 PALATE 5/5 OVERALL 15/20Geraldusek89(26)
96.985,3.854401,4,2495,4,Dogfish Head 120 Minute IPA,304719,18%,2495,7,98.887,17,Dogfish Head Brewery,"For such an outrageous beer, I have to give Dogfish Head credit for making this as drinkable and tasty as it is. Very happy I finally got to try it!

---Rated via Beer Buddy for iPhone ",26,Geraldusek89,8,4,http://www.ratebeer.com/beer/dogfish-head-120-minute-ipa/22904/304719/,Delaware,Imperial IPA,4 AROMA 7/10 APPEARANCE 4/5 TASTE 8/10 PALATE 4/5 OVERALL 17/20Geraldusek89(26)
95.377,3.815313,4,1067,3,Smuttynose Big A IPA,304719,8.2%,1067,9,98.513,16,Smuttynose Brewing Company,"Pours an opaque yellow with a white head. Sweet, boozy flavor. Bright aroma.

---Rated via Beer Buddy for iPhone ",26,Geraldusek89,6,3.8,http://www.ratebeer.com/beer/smuttynose-big-a-ipa/14608/304719/,New,Imperial IPA,3.8 AROMA 9/10 APPEARANCE 4/5 TASTE 6/10 PALATE 3/5 OVERALL 16/20Geraldusek89(26)
98.19,3.909852,5,632,4,Stone Ruination IPA 2.0,304719,8.5%,632,7,99.312,16,Stone Brewing,"Nose is sweet, boozy, and a burnt-sugary goodness. Crystal clear golden-copper with a lingering head and lacing. Taste is tropical, almost pineapple-like, boozy, with just enough bitterness. I&apos;d love to do a shoot-out next to the first Ruination, but if memory serves me correctly, this is slightly less flavorful. Still a fantastic beer.

---Rated via Beer Buddy for iPhone ",26,Geraldusek89,8,4,http://www.ratebeer.com/beer/stone-ruination-ipa-20/328261/304719/,California,Imperial IPA,4 AROMA 7/10 APPEARANCE 5/5 TASTE 8/10 PALATE 4/5 OVERALL 16/20Geraldusek89(26)
93.395,3.734234,4,126,4,Deschutes Jubel 2015,304719,10.4%,126,8,97.373,15,Deschutes Brewery,"I wish I had the patience to let this age a bit, but I don&apos;t. It literally has an ""enjoy after"" date on it, oh well. Still a great beer. Aroma&apos;s fantastic - earthy, boozy, sweet. Taste&apos;s fantastic - boozy, yeasty, aged fruit, malty. I personally love the look of this beer - color of a dirty penny, oily, and earthy. It almost reminds me of Rochefort 10, a Trappist beer. 

---Rated via Beer Buddy for iPhone ",26,Geraldusek89,9,4,http://www.ratebeer.com/beer/deschutes-jubel-2015/313891/304719/,Oregon,American Strong Ale,4 AROMA 8/10 APPEARANCE 4/5 TASTE 9/10 PALATE 4/5 OVERALL 15/20Geraldusek89(26)
98.298,3.626127,2,165,2,Otter Creek Citra Mantra,304719,,165,9,94.655,18,Otter Creek Brewing,"This BEER tastes like cat pee and smells like cat pee. It&apos;s even better with the lights off. The cat pee is prevalent. Four out of five.

---Rated via Beer Buddy for iPhone ",26,Geraldusek89,9,4,http://www.ratebeer.com/beer/otter-creek-citra-mantra/246903/304719/,Vermont,Imperial Pils/Strong Pale Lager,4 AROMA 9/10 APPEARANCE 2/5 TASTE 9/10 PALATE 2/5 OVERALL 18/20Geraldusek89(26)
97.262,3.784306,1,100,1,Shorts Goodnight Bodacious,304719,9%,100,9,98.136,,Shorts Brewing Company,"This BEER tastes like cat pee and smells like cat pee. It&apos;s even better with the lights off. The cat pee is prevalent. Four out of five.

---Rated via Beer Buddy for iPhone ",26,,9,4,http://www.ratebeer.com/beer/shorts-goodnight-bodacious/173615/304719/,Michigan,Black IPA,4 AROMA 9/10 APPEARANCE 1/5 TASTE 9/10 PALATE 1/5 OVERALL 20/20Geraldusek89(26)
99.947,4.200611,5,2838,5,Bells Hopslam,304719,10%,2838,7,99.947,19,Bells Brewery,"Currently sitting in the brewery cafe sipping fresh Hopslam on draft. Amazing. Pours a honey gold, great lacing, with a sweet, dank aroma. Taste starts off with a wave of bitter booze that melts away into that honey, hoppy goodness. Again, amazing. Kalamazoo is a cool little town, too. Great daytime roadtrip from Chicago!

---Rated via Beer Buddy for iPhone ",26,Geraldusek89,8,4.4,http://www.ratebeer.com/beer/bells-hopslam/35488/304719/,Michigan,Imperial IPA,4.4 AROMA 7/10 APPEARANCE 5/5 TASTE 8/10 PALATE 5/5 OVERALL 19/20Geraldusek89(26)
98.887,3.969658,3,399,4,Pipeworks Ninja vs. Unicorn Double IPA,304719,8%,399,10,99.524,19,Pipeworks Brewing Company,"Finally got this one and it blew me away. Bubblegum, citrus, marijuana dank goodness. That will be all.

---Rated via Beer Buddy for iPhone ",26,Geraldusek89,9,4.5,http://www.ratebeer.com/beer/pipeworks-ninja-vs-unicorn-double-ipa/165816/304719/,Illinois,Imperial IPA,4.5 AROMA 10/10 APPEARANCE 3/5 TASTE 9/10 PALATE 4/5 OVERALL 19/20Geraldusek89(26)
97.538,3.878665,5,1577,4,Founders Devil Dancer Triple IPA,304719,12%,1577,10,99.1,16,Founders Brewing Company,"Just paid $21 for a four pack. Totally, completely, wholly worth it. That&apos;s my review. Hope it&apos;s helpful.

---Rated via Beer Buddy for iPhone ",26,Geraldusek89,8,4.3,http://www.ratebeer.com/beer/founders-devil-dancer-triple-ipa/34518/304719/,Michigan,Imperial IPA,4.3 AROMA 10/10 APPEARANCE 5/5 TASTE 8/10 PALATE 4/5 OVERALL 16/20Geraldusek89(26)
49.153,2.987618,4,427,3,Schlafly Pale Ale,304719,4.4%,427,7,37.218,13,Saint Louis Brewery,"Being from St. Louis and having this be one of my earliest go-to craft beers, it&apos;s tough to rate this. Aroma is citrusy with strong malt notes. Malty, grapefruit flavor with almost zero hop dank, which I love oh so much. Low ABV. Overall decent Pale Ale from a great St. Louis brewery. Go Cardinals.

---Rated via Beer Buddy for iPhone ",26,Geraldusek89,7,3.4,http://www.ratebeer.com/beer/schlafly-pale-ale/7100/304719/,Missouri,English Pale Ale,3.4 AROMA 7/10 APPEARANCE 4/5 TASTE 7/10 PALATE 3/5 OVERALL 13/20Geraldusek89(26)
98.887,3.969277,4,2049,5,Avery The Maharaja Imperial India Pale Ale,304719,10.2%,2049,8,99.524,17,Avery Brewing Company,"Surprise attacked it&apos;s way into my top five favorite beers. So good. Really caught me off guard.

---Rated via Beer Buddy for iPhone ",26,Geraldusek89,9,4.3,http://www.ratebeer.com/beer/avery-the-maharaja-imperial-india-pale-ale/44485/304719/,Colorado,Imperial IPA,4.3 AROMA 8/10 APPEARANCE 4/5 TASTE 9/10 PALATE 5/5 OVERALL 17/20Geraldusek89(26)
99.947,4.233708,4,2113,4,Three Floyds Dreadnaught Imperial IPA,304719,9.5%,2113,10,99.947,18,Three Floyds Brewing Company,"My god. I&apos;ve had Dreadnaught a few times from a bomber (which is awesome in it&apos;s own right), but experiencing it fresh at the Brewery on tap is a completely different, and amazing experience. The perfect Imperial IPA. 

---Rated via Beer Buddy for iPhone ",26,Geraldusek89,10,4.6,http://www.ratebeer.com/beer/three-floyds-dreadnaught-imperial-ipa/8933/304719/,Indiana,Imperial IPA,4.6 AROMA 10/10 APPEARANCE 4/5 TASTE 10/10 PALATE 4/5 OVERALL 18/20Geraldusek89(26)
99.206,4.000569,4,344,4,Three Floyds Permanent Funeral,304719,10.5%,344,9,99.63,16,Three Floyds Brewing Company,"Three Floyds Imperials just don&apos;t surprise me anymore. Tap at the three Floyds Brewpub. Drank immediately after a Dreadnaught on tap, which probably wasn&apos;t a good idea (the fresh, draft Dreadnaught was unbelievable), but it still held its own. Incredibly floral for its ABV, and really tasty. Must try.

---Rated via Beer Buddy for iPhone ",26,Geraldusek89,8,4.1,http://www.ratebeer.com/beer/three-floyds-permanent-funeral/207415/304719/,Indiana,Imperial IPA,4.1 AROMA 9/10 APPEARANCE 4/5 TASTE 8/10 PALATE 4/5 OVERALL 16/20Geraldusek89(26)
98.459,3.937501,4,104,4,Half Acre Galactic Double Daisy Cutter,304719,8.5%,104,8,99.418,15,Half Acre Beer Company,"Taste is cat pee and the aroma cat pee. This beer is gay. Better in the daylight.

---Rated via Beer Buddy for iPhone ",26,Geraldusek89,8,3.9,http://www.ratebeer.com/beer/half-acre-galactic-double-daisy-cutter/150597/304719/,Illinois,Imperial IPA,3.9 AROMA 8/10 APPEARANCE 4/5 TASTE 8/10 PALATE 4/5 OVERALL 15/20Geraldusek89(26)
,3.682356,5,356,3,Goose Island The Illinois,304719,9%,356,8,96.308,17,Goose Island Beer Company (AB-InBev),"Really excited about this one, being from Chicago. Beautiful color, moderate lacing. Aroma is fantastic. Fruity and resiny. Taste is a balanced, hop powered yet fruity wave of deliciousness. Four pack for $9.99. Great value for a great beer. Try if you can.

---Rated via Beer Buddy for iPhone ",26,Geraldusek89,7,4,http://www.ratebeer.com/beer/goose-island-the-illinois/216790/304719/,Illinois,Imperial IPA,4 AROMA 8/10 APPEARANCE 5/5 TASTE 7/10 PALATE 3/5 OVERALL 17/20Geraldusek89(26)
97.428,3.565679,4,202,3,Revolution A Little Crazy,304719,6.8%,202,9,92.399,15,Revolution Brewing Company,"On tap. Couldn&apos;t believe this was at just under a 3.5 rating. Awesome aroma, great hoppy flavor, and poured a beautiful, clear, deep copper. One of the best pale ales I&apos;ve had.

---Rated via Beer Buddy for iPhone ",26,Geraldusek89,8,3.9,http://www.ratebeer.com/beer/revolution-a-little-crazy/164564/304719/,Illinois,Belgian Ale,3.9 AROMA 9/10 APPEARANCE 4/5 TASTE 8/10 PALATE 3/5 OVERALL 15/20Geraldusek89(26)
12.036,3.289566,1,890,1,Heavy Seas Peg Leg,304719,8%,890,10,66.865,4,Heavy Seas Brewing Company,"This beer is SMELLY and GAY. What the FUCK? What the FUCK? What the FUCK? This beer is SMELLY and GAY?

---Rated via Beer Buddy for iPhone ",26,Geraldusek89,2,1.8,http://www.ratebeer.com/beer/heavy-seas-peg-leg/38110/304719/,Maryland,Imperial Stout,1.8 AROMA 10/10 APPEARANCE 1/5 TASTE 2/10 PALATE 1/5 OVERALL 4/20Geraldusek89(26)
88.056,3.707649,4,343,4,Sixpoint Hi-Res,304719,10.5%,343,8,96.873,18,Sixpoint Brewery,"I&apos;m waiting for the overall rating of this beer to steadily rise as more folks try it because this is an EXCELLENT Imperial IPA. I&apos;ve always really enjoyed Sixpoint&apos;s Resin, but this upgraded, hop-tacular version knocked it out of the park for me. Beautiful appearance and strong, resiny, hoppy goodness in the flavor. High ABV provides an outstanding warmth to accompany the huge taste. 

---Rated via Beer Buddy for iPhone ",26,Geraldusek89,8,4.2,http://www.ratebeer.com/beer/sixpoint-hi-res/247506/304719/,New,Imperial IPA,4.2 AROMA 8/10 APPEARANCE 4/5 TASTE 8/10 PALATE 4/5 OVERALL 18/20Geraldusek89(26)
97.919,3.753805,4,3512,4,Sierra Nevada Celebration Ale,304719,6.8%,3512,6,97.702,15,Sierra Nevada Brewing Company,"Great offering by SN. Aromas not as strong as I had hoped, but I was pleasantly surprised by the taste. Worth the try.

---Rated via Beer Buddy for iPhone ",26,Geraldusek89,7,3.6,http://www.ratebeer.com/beer/sierra-nevada-celebration-ale/370/304719/,California,India Pale Ale (IPA),3.6 AROMA 6/10 APPEARANCE 4/5 TASTE 7/10 PALATE 4/5 OVERALL 15/20Geraldusek89(26)
99.894,4.299413,4,4969,3,Rochefort Trappistes 10,304719,11.3%,4969,8,,16,Brasserie Rochefort,"Not my type of beer, but the hype encouraged me to try. Pleasantly satisfied. Plums, grapefruit, honey, sourdough, and booze. Delicious. A little too carbonated for my taste. This might force me to try more of the Belgian styled ale.

---Rated via Beer Buddy for iPhone ",26,Geraldusek89,8,3.9,http://www.ratebeer.com/beer/rochefort-trappistes-10/2360/304719/,Belgium,Abt/Quadrupel,3.9 AROMA 8/10 APPEARANCE 4/5 TASTE 8/10 PALATE 3/5 OVERALL 16/20Geraldusek89(26)
37.472,3.240915,3,55,4,WBC Yankee Buzzard IPA,304719,7.1%,213,3,59.908,13,Wisconsin Brewing Company  (WBC),"Not a bad beer by any means. A little light for me. Taste is floral and hoppy but short lived with little to no aftertaste. Hardly any aroma. Happy to try a Wisconsin beer during our visit to the state. When in Rome, as they say.

---Rated via Beer Buddy for iPhone ",26,Geraldusek89,7,3,http://www.ratebeer.com/beer/wbc-yankee-buzzard-ipa/320086/304719/,Wisconsin,India Pale Ale (IPA),3 AROMA 3/10 APPEARANCE 3/5 TASTE 7/10 PALATE 4/5 OVERALL 13/20Geraldusek89(26)
,2.463964,3,341,1,Minhas Imperial Jack Double IPA,304719,8.4%,341,2,,7,Minhas Craft Brewery,"Tasted like an old Budweiser. Appearance isn&apos;t bad. Pours a deep, crisp, clear, caramel amber. Again, however, the taste is horrific.

---Rated via Beer Buddy for iPhone ",26,Geraldusek89,2,1.5,http://www.ratebeer.com/beer/minhas-imperial-jack-double-ipa/153028/304719/,Wisconsin,Imperial IPA,1.5 AROMA 2/10 APPEARANCE 3/5 TASTE 2/10 PALATE 1/5 OVERALL 7/20Geraldusek89(26)
99.947,4.052782,3,3489,4,Bells Two Hearted Ale,304719,7%,3489,9,99.788,16,Bells Brewery,"The quintessential IPA. Great aroma, balanced yet hoppy flavor, and, in my opinion, a perfect ABV for and IPA (7%). Perfect go-to beer due to its wide availability. One of my favorites!

---Rated via Beer Buddy for iPhone ",26,Geraldusek89,8,4,http://www.ratebeer.com/beer/bells-two-hearted-ale/1502/304719/,Michigan,India Pale Ale (IPA),4 AROMA 9/10 APPEARANCE 3/5 TASTE 8/10 PALATE 4/5 OVERALL 16/20Geraldusek89(26)
